Campaign_ID,Target_Audience,Campaign_Goal,Duration,Channel_Used,Conversion_Rate,Spend,ROI,Location,Language,Clicks,Impressions,Customer_Segment,Date,Company
699359,Women 18-24,Product Launch,45 Days,Pinterest,"0,12","9769,21","1,419253274",Las Vegas,French,15113,50192,Fashion,2022-04-21 00:00:00,Chic Couture
917638,Women 18-24,Product Launch,45 Days,Facebook,"0,05","8685,46","4,82",Miami,English,22787,69015,Food,2022-04-30 00:00:00,Nosh Nirvana
621569,Men 25-34,Product Launch,45 Days,Facebook,"0,1","10861,47","0,6",Los Angeles,French,28699,86528,Fashion,2022-06-22 00:00:00,Mode Maven
915331,Men 25-34,Product Launch,30 Days,Instagram,"0,07","4447,78","5,14",New York,Spanish,11265,34888,Fashion,2022-07-31 00:00:00,Attire Artistry
675677,Women 18-24,Increase Sales,30 Days,Instagram,"0,13","7354,66","3,68",Miami,Spanish,19149,58241,Fashion,2022-11-07 00:00:00,Style Sphere
118287,Women 25-34,Increase Sales,30 Days,Instagram,"0,03","5779,62","5,38",New York,English,14892,45632,Food,2022-01-21 00:00:00,Dine Divine
389178,Women 18-24,Product Launch,15 Days,Twitter,"0,11","3849,5","5,76",New York,Spanish,9629,30041,Fashion,2022-10-20 00:00:00,Trend Tailors
992564,Men 25-34,Market Expansion,60 Days,Twitter,"0,06","14611,06","3,06",Miami,Spanish,37824,113554,Food,2022-08-21 00:00:00,Savor Street
759843,Women 18-24,Market Expansion,60 Days,Twitter,"0,07","14953,61","6,19",Miami,French,38341,115087,Food,2022-11-29 00:00:00,Nosh Nirvana
613345,Women 35-44,Increase Sales,30 Days,Twitter,"0,1","5102,2","0,42",Los Angeles,Spanish,13054,40187,Food,2022-10-08 00:00:00,Nosh Nirvana
183147,Women 35-44,Brand Awareness,15 Days,Twitter,"0,11","1069,16","7,06",Las Vegas,Spanish,2989,10372,Food,2022-01-12 00:00:00,Palate Paradise
631658,Women 35-44,Product Launch,15 Days,Instagram,"0,08","936,72","0,49",New York,English,2749,9663,Food,2022-03-02 00:00:00,Epicurean Edge
504476,Women 25-34,Market Expansion,45 Days,Pinterest,"0,15","8054,82","0,959872806",Las Vegas,French,12372,41267,Food,2022-09-16 00:00:00,Gourmet Grove
641543,Men 25-34,Market Expansion,60 Days,Pinterest,"0,11","14031,4","0,727501363",Los Angeles,English,21574,71232,Fashion,2022-04-14 00:00:00,Glam Garments
248064,Women 35-44,Market Expansion,30 Days,Pinterest,"0,05","7411,66","1,219056338",Los Angeles,English,11333,37886,Food,2022-04-30 00:00:00,Dine Divine
284426,Men 35-44,Product Launch,15 Days,Twitter,"0,06","4063,82","2,07",Austin,English,10212,31767,Food,2022-08-10 00:00:00,Epicurean Edge
912496,Women 35-44,Market Expansion,45 Days,Instagram,"0,08","10694,23","6,74",Miami,French,28249,85195,Food,2022-12-08 00:00:00,Culinary Quest
606539,Women 35-44,Market Expansion,30 Days,Facebook,"0,07","7347,6","2,42",Los Angeles,Spanish,19132,58189,Food,2022-10-06 00:00:00,Nosh Nirvana
168455,Women 35-44,Increase Sales,30 Days,Facebook,"0,08","4870,35","3,5",Austin,English,12420,38309,Food,2022-11-01 00:00:00,Savor Street
638277,Women 18-24,Brand Awareness,60 Days,Twitter,"0,08","12399,69","2,65",Los Angeles,English,32825,98748,Fashion,2022-05-08 00:00:00,Mode Maven
799338,Women 18-24,Market Expansion,45 Days,Facebook,"0,11","7817,34","7,53",Austin,English,20415,61990,Fashion,2022-12-07 00:00:00,Fiber Fashion
682362,Women 35-44,Market Expansion,30 Days,Facebook,"0,14","6722,97","4,78",Los Angeles,Spanish,17440,53177,Food,2022-11-06 00:00:00,Feast Flavors
417053,Women 35-44,Brand Awareness,60 Days,Instagram,"0,05","11617,84","0,02",Austin,Spanish,30762,92638,Food,2022-02-15 00:00:00,Feast Flavors
963179,Men 18-24,Product Launch,15 Days,Facebook,"0,12",500,"4,67",Los Angeles,Spanish,1294,5352,Fashion,2022-05-09 00:00:00,Fiber Fashion
601964,Men 35-44,Brand Awareness,45 Days,Instagram,"0,04","9522,47","0,04",Miami,English,25042,75695,Fashion,2022-01-08 00:00:00,Chic Couture
578646,Men 25-34,Product Launch,60 Days,Facebook,"0,04","12139,87","3,77",Los Angeles,Spanish,32136,96707,Fashion,2022-07-12 00:00:00,Glam Garments
715828,Men 18-24,Market Expansion,30 Days,Instagram,"0,07","6546,11","6,02",Austin,English,16968,51779,Fashion,2022-07-23 00:00:00,Style Sphere
336883,Women 25-34,Product Launch,45 Days,Pinterest,"0,14","7981,1","1,101083144",New York,English,12252,40875,Fashion,2022-09-26 00:00:00,Mode Maven
146517,Men 35-44,Increase Sales,60 Days,Twitter,"0,06","11472,92","0,97",Los Angeles,English,30369,91475,Food,2022-02-09 00:00:00,Gastronomy Guild
750181,Men 18-24,Increase Sales,30 Days,Facebook,"0,01","5283,37","4,5",Miami,Spanish,13547,41647,Food,2022-09-13 00:00:00,Culinary Quest
961307,Men 35-44,Product Launch,30 Days,Facebook,"0,04","7112,18","6,64",Los Angeles,French,18503,56327,Fashion,2022-09-22 00:00:00,Silk & Style
819017,Men 25-34,Market Expansion,45 Days,Instagram,"0,12","10766,02","2,92",New York,English,28437,85751,Food,2022-04-28 00:00:00,Savor Street
722571,Men 35-44,Increase Sales,15 Days,Instagram,"0,09","4009,91","6,97",Miami,Spanish,10065,31332,Fashion,2022-08-08 00:00:00,Fiber Fashion
918885,Men 35-44,Market Expansion,30 Days,Facebook,"0,14","6012,34","4,38",Miami,French,15534,47531,Food,2022-09-15 00:00:00,Gourmet Grove
212264,Men 25-34,Brand Awareness,15 Days,Facebook,"0,04","3725,24","7,72",Miami,Spanish,9294,29048,Food,2022-09-01 00:00:00,Palate Paradise
733809,Men 25-34,Brand Awareness,45 Days,Facebook,"0,04","11360,52","4,42",Los Angeles,Spanish,30059,90554,Food,2022-03-27 00:00:00,Gastronomy Guild
477201,Women 35-44,Product Launch,30 Days,Twitter,"0,08","6557,2","4,41",Los Angeles,Spanish,16996,51864,Food,2022-11-18 00:00:00,Epicurean Edge
458100,Men 25-34,Product Launch,60 Days,Facebook,"0,11","13613,1","0,94",Miami,Spanish,35843,107687,Fashion,2022-05-16 00:00:00,Fiber Fashion
826641,Women 35-44,Brand Awareness,60 Days,Pinterest,"0,08","14462,16","1,201181612",New York,English,22065,72829,Food,2022-02-22 00:00:00,Epicurean Edge
162969,Men 18-24,Brand Awareness,45 Days,Pinterest,"0,04","9872,64","0,990259841",Las Vegas,French,15279,50733,Food,2022-04-14 00:00:00,Nosh Nirvana
670303,Men 18-24,Increase Sales,15 Days,Twitter,"0,03","1607,53","0,36",Las Vegas,English,4026,13446,Fashion,2022-02-11 00:00:00,Vogue Visions
868829,Women 35-44,Brand Awareness,60 Days,Twitter,"0,04",15000,"5,41",Austin,French,38923,116812,Food,2022-12-18 00:00:00,Gourmet Grove
315478,Men 25-34,Brand Awareness,30 Days,Instagram,"0,06","5341,65","3,56",Austin,French,13702,42105,Food,2022-11-24 00:00:00,Nosh Nirvana
900152,Men 18-24,Market Expansion,45 Days,Twitter,"0,14","8221,38","6,56",Austin,French,21522,65269,Food,2022-01-15 00:00:00,Savor Street
833216,Women 35-44,Product Launch,30 Days,Facebook,"0,03","6943,06","7,26",New York,English,18043,54965,Food,2022-11-16 00:00:00,Gastronomy Guild
639820,Men 35-44,Product Launch,15 Days,Pinterest,"0,11","1460,68","0,648852567",New York,French,2188,8108,Food,2022-05-27 00:00:00,Gastronomy Guild
809353,Men 35-44,Brand Awareness,30 Days,Pinterest,"0,02","7484,3","0,160872537",Los Angeles,English,11453,38274,Food,2022-04-11 00:00:00,Gourmet Grove
595521,Men 35-44,Market Expansion,15 Days,Twitter,"0,06","3593,2","0,79",New York,English,8940,28001,Fashion,2022-05-15 00:00:00,Mode Maven
770296,Women 18-24,Product Launch,30 Days,Instagram,"0,02","7464,28","4,02",Los Angeles,Spanish,19442,59107,Fashion,2022-01-24 00:00:00,Glam Garments
405425,Women 35-44,Market Expansion,45 Days,Instagram,"0,11","10425,16","6,67",Austin,English,27509,83001,Fashion,2022-09-20 00:00:00,Style Sphere
813290,Women 25-34,Increase Sales,45 Days,Pinterest,"0,06","10652,58","1,365629094",New York,French,16522,54781,Food,2022-07-23 00:00:00,Gastronomy Guild
756546,Men 35-44,Brand Awareness,60 Days,Facebook,"0,13","14415,89","7,22",Los Angeles,French,37480,112537,Food,2022-07-04 00:00:00,Bistro Bliss
571653,Women 25-34,Product Launch,45 Days,Instagram,"0,03","10611,09","6,33",Austin,French,28018,84509,Fashion,2022-05-11 00:00:00,Chic Couture
370415,Women 18-24,Market Expansion,15 Days,Pinterest,"0,04","1554,25","1,397803602",Miami,French,2304,8486,Fashion,2022-03-23 00:00:00,Silk & Style
322379,Women 18-24,Product Launch,45 Days,Facebook,"0,11","10476,3","0,39",Miami,French,27653,83428,Food,2022-11-01 00:00:00,Dine Divine
620155,Women 35-44,Market Expansion,60 Days,Pinterest,"0,1",15000,"1,142195015",Austin,Spanish,22625,74653,Fashion,2022-10-26 00:00:00,Chic Couture
908889,Women 35-44,Product Launch,45 Days,Instagram,"0,14","10497,68","7,85",Los Angeles,English,27710,83599,Food,2022-03-05 00:00:00,Dine Divine
685657,Men 18-24,Market Expansion,15 Days,Pinterest,"0,05","2350,87","0,622040478",Las Vegas,French,3375,11974,Food,2022-06-25 00:00:00,Culinary Quest
776524,Women 18-24,Market Expansion,45 Days,Pinterest,"0,05","11011,61","0,954510388",New York,Spanish,17090,56631,Fashion,2022-12-15 00:00:00,Vogue Visions
724460,Men 35-44,Increase Sales,15 Days,Instagram,"0,03","859,32","7,32",Austin,Spanish,2609,9247,Fashion,2022-09-24 00:00:00,Fiber Fashion
110756,Men 18-24,Brand Awareness,60 Days,Facebook,"0,09","13035,79","2,28",Miami,Spanish,34465,103607,Food,2022-12-19 00:00:00,Palate Paradise
722541,Men 25-34,Market Expansion,30 Days,Twitter,"0,08","5154,5","4,18",Las Vegas,English,13205,40633,Fashion,2022-05-30 00:00:00,Silk & Style
286627,Women 18-24,Product Launch,60 Days,Twitter,"0,12","12460,82","6,49",Los Angeles,French,32985,99221,Fashion,2022-06-17 00:00:00,Silk & Style
106747,Men 18-24,Product Launch,15 Days,Pinterest,"0,05","2020,03","0,321745075",Los Angeles,French,2906,10446,Fashion,2022-02-24 00:00:00,Glam Garments
658884,Men 18-24,Product Launch,60 Days,Instagram,"0,07","12091,89","1,04",Las Vegas,English,32008,96328,Food,2022-06-06 00:00:00,Gourmet Grove
556022,Men 18-24,Product Launch,45 Days,Facebook,"0,15","8829,04","2,67",Austin,Spanish,23168,70143,Fashion,2022-02-09 00:00:00,Silk & Style
607456,Women 35-44,Brand Awareness,60 Days,Twitter,"0,05","13556,51","2,97",Miami,English,35713,107304,Food,2022-11-05 00:00:00,Feast Flavors
962365,Men 18-24,Brand Awareness,15 Days,Facebook,"0,07","3996,67","5,14",New York,Spanish,10031,31232,Food,2022-01-08 00:00:00,Feast Flavors
448627,Women 35-44,Brand Awareness,15 Days,Pinterest,"0,05",500,"1,222631284",Las Vegas,English,1076,4487,Food,2022-06-29 00:00:00,Feast Flavors
231004,Women 25-34,Product Launch,30 Days,Instagram,"0,05","7570,83","2,32",Austin,French,19736,59980,Fashion,2022-08-11 00:00:00,Runway Rebels
308294,Men 35-44,Market Expansion,60 Days,Pinterest,"0,09",15000,"0,185897154",Miami,English,23079,76132,Food,2022-10-04 00:00:00,Gourmet Grove
794644,Men 25-34,Product Launch,30 Days,Pinterest,"0,1","6216,86","0,741801144",Las Vegas,French,9444,31734,Food,2022-02-07 00:00:00,Gastronomy Guild
902670,Women 35-44,Brand Awareness,60 Days,Instagram,"0,07","12189,78","2,84",Miami,English,32276,97121,Fashion,2022-02-26 00:00:00,Trend Tailors
102010,Men 25-34,Product Launch,60 Days,Facebook,"0,02","12239,71","1,41",Austin,Spanish,32405,97505,Food,2022-06-23 00:00:00,Culinary Quest
629948,Women 18-24,Increase Sales,60 Days,Twitter,"0,15",15000,"0,14",Las Vegas,Spanish,38982,116986,Food,2022-05-17 00:00:00,Nosh Nirvana
822124,Women 25-34,Brand Awareness,30 Days,Pinterest,"0,1","6602,67","0,956297861",Las Vegas,Spanish,10052,33712,Fashion,2022-09-24 00:00:00,Vogue Visions
336871,Women 35-44,Increase Sales,45 Days,Facebook,"0,02","10735,52","5,08",Austin,English,28354,85506,Food,2022-04-04 00:00:00,Bistro Bliss
468165,Women 18-24,Market Expansion,45 Days,Twitter,"0,11","9901,75","7,13",New York,Spanish,26090,78800,Food,2022-12-09 00:00:00,Palate Paradise
196804,Men 35-44,Product Launch,60 Days,Twitter,"0,06","13852,4","7,6",New York,Spanish,36358,109214,Food,2022-01-04 00:00:00,Epicurean Edge
972311,Women 35-44,Brand Awareness,45 Days,Pinterest,"0,11","7784,55","1,219056338",Austin,English,11939,39858,Fashion,2022-09-09 00:00:00,Attire Artistry
468254,Men 35-44,Brand Awareness,30 Days,Instagram,"0,11","4357,69","7,41",New York,English,11017,34153,Fashion,2022-11-28 00:00:00,Attire Artistry
626255,Women 25-34,Market Expansion,15 Days,Facebook,"0,14",500,"3,15",New York,English,1107,4798,Food,2022-11-30 00:00:00,Culinary Quest
394385,Women 35-44,Increase Sales,45 Days,Twitter,"0,15","10423,19","4,72",Las Vegas,Spanish,27503,82984,Fashion,2022-06-24 00:00:00,Trend Tailors
271627,Men 18-24,Brand Awareness,60 Days,Pinterest,"0,11","12106,74","0,057199124",New York,English,18822,62270,Food,2022-05-10 00:00:00,Gastronomy Guild
746020,Men 35-44,Product Launch,15 Days,Facebook,"0,03","3667,85","2,59",Miami,French,9137,28585,Food,2022-12-20 00:00:00,Bistro Bliss
564829,Men 35-44,Brand Awareness,15 Days,Pinterest,"0,03","1461,24","1,424615691",Los Angeles,English,2190,8111,Fashion,2022-11-04 00:00:00,Attire Artistry
963709,Men 18-24,Market Expansion,45 Days,Instagram,"0,08","10545,3","6,48",Los Angeles,French,27832,83958,Food,2022-09-17 00:00:00,Bistro Bliss
165953,Women 25-34,Brand Awareness,45 Days,Facebook,"0,11","8657,72","5,22",Las Vegas,English,22712,68793,Fashion,2022-01-15 00:00:00,Attire Artistry
525442,Men 25-34,Market Expansion,15 Days,Twitter,"0,11","4039,46","7,12",Austin,French,10146,31574,Fashion,2022-07-25 00:00:00,Trend Tailors
722634,Women 35-44,Product Launch,45 Days,Pinterest,"0,15","10634,53","0,39324398",Las Vegas,Spanish,16493,54684,Fashion,2022-05-27 00:00:00,Mode Maven
517203,Women 18-24,Brand Awareness,30 Days,Instagram,"0,08","7065,51","4,93",New York,Spanish,18375,55946,Food,2022-01-10 00:00:00,Gastronomy Guild
604623,Men 35-44,Increase Sales,60 Days,Pinterest,"0,05","13378,52","1,381716348",Los Angeles,French,20730,68482,Food,2022-03-27 00:00:00,Savor Street
198331,Men 35-44,Increase Sales,15 Days,Twitter,"0,07","2532,15","7,2",Austin,French,6190,19855,Food,2022-08-11 00:00:00,Nosh Nirvana
512889,Women 25-34,Brand Awareness,60 Days,Facebook,"0,06","13432,8","4,79",Miami,French,35424,106447,Food,2022-12-08 00:00:00,Savor Street
121146,Men 35-44,Brand Awareness,30 Days,Twitter,"0,14","5586,64","0,89",Miami,English,14372,44089,Food,2022-10-23 00:00:00,Feast Flavors
656083,Men 18-24,Market Expansion,45 Days,Instagram,"0,05","7803,09","3,58",Austin,English,20376,61875,Food,2022-03-09 00:00:00,Nosh Nirvana
235817,Women 25-34,Brand Awareness,60 Days,Pinterest,"0,09","13202,53","1,13862007",Los Angeles,Spanish,20485,67684,Fashion,2022-07-01 00:00:00,Runway Rebels
186300,Women 25-34,Brand Awareness,45 Days,Pinterest,"0,09","10818,13","0,643490149",New York,English,16785,55639,Food,2022-03-04 00:00:00,Dine Divine
867416,Women 25-34,Brand Awareness,15 Days,Instagram,"0,09",500,"5,76",Las Vegas,French,1766,6750,Food,2022-11-06 00:00:00,Feast Flavors
518473,Women 35-44,Product Launch,60 Days,Pinterest,"0,09","13536,16","0,289570567",New York,English,20948,69192,Food,2022-01-02 00:00:00,Nosh Nirvana
239640,Women 25-34,Product Launch,30 Days,Pinterest,"0,03","6804,5","0,346769692",Los Angeles,French,10376,34767,Fashion,2022-07-14 00:00:00,Style Sphere
742926,Men 18-24,Brand Awareness,15 Days,Instagram,"0,1",500,"2,28",Los Angeles,English,529,3087,Food,2022-05-12 00:00:00,Nosh Nirvana
612962,Women 18-24,Increase Sales,15 Days,Twitter,"0,05","4038,12","0,01",Las Vegas,Spanish,10143,31565,Food,2022-07-21 00:00:00,Feast Flavors
229765,Men 25-34,Brand Awareness,45 Days,Facebook,"0,13","10661,11","6,03",New York,Spanish,28156,84918,Food,2022-06-05 00:00:00,Palate Paradise
661719,Men 25-34,Product Launch,45 Days,Facebook,"0,06","9272,67","6,51",Miami,Spanish,24360,73676,Food,2022-05-24 00:00:00,Nosh Nirvana
331504,Women 35-44,Increase Sales,60 Days,Instagram,"0,03",15000,"0,16",Los Angeles,English,38559,115734,Food,2022-03-08 00:00:00,Nosh Nirvana
352059,Men 25-34,Increase Sales,60 Days,Twitter,"0,11","13591,18","3,71",Las Vegas,English,35793,107539,Fashion,2022-03-29 00:00:00,Fiber Fashion
797075,Men 25-34,Increase Sales,15 Days,Facebook,"0,06","3291,73","1,77",Miami,English,8135,25616,Fashion,2022-08-25 00:00:00,Runway Rebels
110632,Men 35-44,Market Expansion,60 Days,Pinterest,"0,04",15000,"0,908036099",Las Vegas,English,22952,75719,Food,2022-11-08 00:00:00,Gourmet Grove
728097,Women 25-34,Product Launch,45 Days,Pinterest,"0,08","9423,84","0,563053881",Miami,French,14548,48352,Fashion,2022-08-02 00:00:00,Glam Garments
210853,Men 35-44,Brand Awareness,60 Days,Pinterest,"0,07","14428,69","0,085798687",New York,Spanish,22028,72709,Fashion,2022-09-13 00:00:00,Vogue Visions
518874,Men 18-24,Market Expansion,15 Days,Facebook,"0,04","4116,52","6,86",Los Angeles,Spanish,10361,32211,Fashion,2022-06-25 00:00:00,Mode Maven
882132,Men 18-24,Market Expansion,60 Days,Instagram,"0,13",15000,"3,43",Austin,Spanish,39679,119050,Fashion,2022-01-01 00:00:00,Attire Artistry
435940,Women 25-34,Increase Sales,15 Days,Instagram,"0,09","3356,63","6,69",Miami,Spanish,8311,26138,Food,2022-07-16 00:00:00,Gastronomy Guild
540305,Women 35-44,Product Launch,60 Days,Facebook,"0,13","14399,86","7,56",Las Vegas,Spanish,37452,112455,Fashion,2022-03-15 00:00:00,Fiber Fashion
193810,Men 18-24,Brand Awareness,30 Days,Twitter,"0,04","7641,5","0,12",Miami,French,19929,60550,Food,2022-04-25 00:00:00,Palate Paradise
391851,Women 25-34,Brand Awareness,30 Days,Instagram,"0,13","7089,16","7,39",Los Angeles,Spanish,18438,56132,Food,2022-10-23 00:00:00,Bistro Bliss
149902,Women 35-44,Increase Sales,30 Days,Twitter,"0,12","5106,34","4,56",Las Vegas,English,13065,40218,Food,2022-10-04 00:00:00,Bistro Bliss
909033,Men 18-24,Increase Sales,15 Days,Twitter,"0,04","3885,24","3,63",Los Angeles,Spanish,9723,30320,Fashion,2022-05-13 00:00:00,Chic Couture
533100,Men 25-34,Brand Awareness,30 Days,Twitter,"0,14","4290,03","2,05",Las Vegas,English,10839,33624,Food,2022-03-08 00:00:00,Feast Flavors
943277,Men 18-24,Increase Sales,15 Days,Instagram,"0,06","2340,06","4,57",Los Angeles,French,5722,18469,Fashion,2022-06-11 00:00:00,Style Sphere
416790,Women 35-44,Market Expansion,60 Days,Twitter,"0,08",15000,"6,32",New York,English,39154,117494,Food,2022-08-24 00:00:00,Gastronomy Guild
501799,Men 25-34,Increase Sales,30 Days,Pinterest,"0,12","6834,08","0,479042667",Austin,French,10422,34917,Fashion,2022-07-09 00:00:00,Mode Maven
891277,Men 18-24,Brand Awareness,15 Days,Instagram,"0,14",500,"0,18",Los Angeles,Spanish,2029,7529,Food,2022-02-17 00:00:00,Savor Street
818392,Women 18-24,Brand Awareness,60 Days,Instagram,"0,13","13330,2","5,43",New York,English,35178,105719,Fashion,2022-06-02 00:00:00,Mode Maven
734992,Women 18-24,Increase Sales,45 Days,Facebook,"0,13","9263,09","0,63",Los Angeles,English,24334,73597,Fashion,2022-01-07 00:00:00,Silk & Style
333775,Men 18-24,Increase Sales,30 Days,Facebook,"0,01","6448,88","0,66",New York,English,16707,51005,Food,2022-09-19 00:00:00,Gourmet Grove
321035,Women 35-44,Product Launch,45 Days,Facebook,"0,09","9346,69","5,16",Los Angeles,Spanish,24555,74252,Fashion,2022-10-03 00:00:00,Mode Maven
862596,Women 25-34,Market Expansion,60 Days,Facebook,"0,01","12499,63","7,02",Miami,English,33082,99510,Fashion,2022-11-02 00:00:00,Vogue Visions
726758,Men 18-24,Increase Sales,15 Days,Twitter,"0,03","3556,34","7,41",Los Angeles,English,8837,27696,Fashion,2022-07-30 00:00:00,Mode Maven
448849,Women 18-24,Product Launch,60 Days,Facebook,"0,13","13447,09","7,36",Los Angeles,French,35457,106544,Food,2022-02-19 00:00:00,Gourmet Grove
779031,Women 25-34,Product Launch,45 Days,Facebook,"0,11","11130,12","7,67",Miami,Spanish,29432,88698,Food,2022-11-06 00:00:00,Nosh Nirvana
899061,Women 35-44,Market Expansion,15 Days,Instagram,"0,12","3011,7","1,5",Austin,English,7410,23468,Fashion,2022-02-18 00:00:00,Attire Artistry
944489,Men 35-44,Product Launch,15 Days,Twitter,"0,13","1120,05","2,5",Miami,Spanish,3082,10648,Fashion,2022-03-09 00:00:00,Style Sphere
209321,Men 25-34,Increase Sales,15 Days,Twitter,"0,12","4028,35","7,87",Los Angeles,English,10114,31477,Fashion,2022-12-15 00:00:00,Chic Couture
732950,Men 35-44,Brand Awareness,60 Days,Twitter,"0,06","12305,8","5,98",New York,English,32577,98013,Fashion,2022-03-19 00:00:00,Chic Couture
805343,Men 35-44,Market Expansion,30 Days,Instagram,"0,03","7077,34","4,44",Los Angeles,Spanish,18406,56040,Food,2022-03-21 00:00:00,Gastronomy Guild
862488,Women 25-34,Increase Sales,60 Days,Pinterest,"0,11","11583,37","1,074271055",Austin,French,18013,59634,Food,2022-09-20 00:00:00,Gastronomy Guild
239552,Women 25-34,Product Launch,15 Days,Pinterest,"0,07","2681,87","0,759675871",New York,English,3854,13530,Fashion,2022-06-08 00:00:00,Silk & Style
479663,Men 18-24,Product Launch,45 Days,Pinterest,"0,15","8872,04","0,173384846",Los Angeles,English,13672,45501,Fashion,2022-02-09 00:00:00,Runway Rebels
440784,Men 18-24,Product Launch,15 Days,Facebook,"0,06","3336,47",7,New York,French,8256,25974,Fashion,2022-11-02 00:00:00,Mode Maven
376225,Women 35-44,Increase Sales,45 Days,Facebook,"0,05","8922,18","1,55",Austin,French,23418,70884,Food,2022-08-14 00:00:00,Palate Paradise
719633,Men 35-44,Product Launch,15 Days,Pinterest,"0,07","2132,18","1,076058527",Austin,French,3064,10959,Fashion,2022-01-16 00:00:00,Silk & Style
882428,Men 18-24,Increase Sales,60 Days,Pinterest,"0,01","14424,31","0,496917393",Las Vegas,Spanish,22023,72690,Food,2022-02-04 00:00:00,Dine Divine
429675,Women 18-24,Increase Sales,45 Days,Twitter,"0,04","9592,46","5,39",Austin,Spanish,25231,76256,Food,2022-12-23 00:00:00,Gastronomy Guild
923245,Women 35-44,Product Launch,15 Days,Pinterest,"0,11",500,"0,151935174",Austin,Spanish,593,2913,Food,2022-05-31 00:00:00,Gourmet Grove
144071,Women 35-44,Brand Awareness,30 Days,Instagram,"0,01","4815,76","7,96",Miami,French,12268,37859,Food,2022-04-15 00:00:00,Dine Divine
537460,Men 18-24,Market Expansion,60 Days,Instagram,"0,14","14249,03","2,68",Austin,Spanish,37176,111637,Fashion,2022-12-28 00:00:00,Fiber Fashion
783570,Women 35-44,Product Launch,60 Days,Twitter,"0,02","12034,45","6,21",Austin,English,31857,95880,Food,2022-04-15 00:00:00,Gastronomy Guild
965508,Women 25-34,Product Launch,30 Days,Instagram,"0,06","5926,37","6,49",Austin,French,15298,46834,Food,2022-04-29 00:00:00,Savor Street
282826,Women 35-44,Increase Sales,60 Days,Facebook,"0,05","14514,89","3,93",New York,Spanish,37661,113073,Food,2022-11-06 00:00:00,Feast Flavors
735118,Women 18-24,Increase Sales,30 Days,Pinterest,"0,13","6286,75","0,445080687",Miami,Spanish,9555,32096,Food,2022-01-04 00:00:00,Palate Paradise
686180,Men 35-44,Increase Sales,30 Days,Facebook,"0,12","7254,57","3,69",Miami,French,18884,57454,Fashion,2022-03-05 00:00:00,Trend Tailors
652560,Men 35-44,Product Launch,60 Days,Pinterest,"0,03","13272,22","0,46116794",Los Angeles,French,20582,67999,Food,2022-04-25 00:00:00,Dine Divine
433583,Men 25-34,Market Expansion,45 Days,Facebook,"0,08","9975,29","6,7",New York,French,26282,79369,Food,2022-01-01 00:00:00,Nosh Nirvana
792462,Men 35-44,Brand Awareness,45 Days,Facebook,"0,11","8723,54","3,16",Austin,English,22889,69318,Fashion,2022-03-17 00:00:00,Attire Artistry
296610,Men 18-24,Market Expansion,15 Days,Facebook,"0,03","2768,05","4,5",Miami,French,6779,21599,Fashion,2022-11-23 00:00:00,Glam Garments
265988,Men 35-44,Product Launch,15 Days,Pinterest,"0,05","2827,82","0,600590806",Miami,English,4067,14226,Food,2022-11-29 00:00:00,Savor Street
497871,Men 35-44,Brand Awareness,15 Days,Facebook,"0,03","3628,12","6,73",Las Vegas,French,9030,28268,Food,2022-07-23 00:00:00,Feast Flavors
322873,Men 18-24,Market Expansion,30 Days,Twitter,"0,02","6718,44","2,49",Las Vegas,French,17426,53138,Food,2022-09-01 00:00:00,Gourmet Grove
502903,Women 25-34,Increase Sales,45 Days,Instagram,"0,12","9035,58",3,Austin,English,23719,71776,Fashion,2022-06-04 00:00:00,Attire Artistry
191099,Women 35-44,Increase Sales,15 Days,Twitter,"0,07",500,"3,08",New York,French,509,3027,Fashion,2022-08-04 00:00:00,Fiber Fashion
795709,Women 25-34,Increase Sales,45 Days,Twitter,"0,05","8008,4","1,4",New York,Spanish,20938,63540,Fashion,2022-02-26 00:00:00,Trend Tailors
844183,Women 25-34,Product Launch,15 Days,Twitter,"0,06","2462,05","3,29",Austin,Spanish,6016,19340,Food,2022-09-19 00:00:00,Culinary Quest
303007,Men 18-24,Increase Sales,30 Days,Pinterest,"0,1","5467,48","0,321745075",New York,French,8247,27836,Food,2022-11-08 00:00:00,Gourmet Grove
151188,Men 25-34,Increase Sales,30 Days,Twitter,"0,09","7147,53","1,57",New York,Spanish,18597,56605,Fashion,2022-11-14 00:00:00,Runway Rebels
958417,Women 18-24,Brand Awareness,30 Days,Instagram,"0,12","5306,83","6,7",Miami,French,13614,41846,Fashion,2022-08-21 00:00:00,Glam Garments
255760,Women 18-24,Brand Awareness,30 Days,Facebook,"0,07","6438,6","3,24",Las Vegas,English,16679,50925,Fashion,2022-06-17 00:00:00,Runway Rebels
897303,Men 18-24,Market Expansion,60 Days,Facebook,"0,14","13993,51","0,74",Miami,English,36656,110095,Fashion,2022-09-28 00:00:00,Attire Artistry
923751,Women 25-34,Product Launch,45 Days,Instagram,"0,12","10673,29","4,14",Los Angeles,English,28190,85020,Fashion,2022-11-22 00:00:00,Runway Rebels
390013,Men 25-34,Brand Awareness,30 Days,Facebook,"0,11","4743,83","0,81",Austin,French,12073,37280,Fashion,2022-06-03 00:00:00,Vogue Visions
292548,Women 35-44,Increase Sales,30 Days,Pinterest,"0,08","4570,03","0,166234955",Miami,Spanish,6813,23165,Fashion,2022-12-25 00:00:00,Fiber Fashion
